

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
142.983  000.190  000.190: require('telescope.actions.utils')
143.329  000.158  000.158: require('telescope.config.resolve')
143.335  000.347  000.189: require('telescope.pickers.entry_display')
143.872  000.390  000.390: require('telescope.make_entry')
144.521  000.073  000.073: require('plenary.tbl')
144.531  000.160  000.088: require('plenary.vararg.rotate')
144.534  000.264  000.103: require('plenary.vararg')
144.602  000.066  000.066: require('plenary.errors')
144.609  000.419  000.090: require('plenary.async.async')
145.455  000.105  000.105: require('plenary.async.structs')
145.470  000.709  000.605: require('plenary.async.control')
145.480  000.800  000.091: require('plenary.async.util')
145.486  000.873  000.073: require('plenary.async.tests')
145.489  001.434  000.142: require('plenary.async')
145.492  001.615  000.181: require('telescope.finders.async_static_finder')
145.989  000.105  000.105: require('plenary.class')
146.015  000.309  000.204: require('telescope._')
146.019  000.508  000.199: require('telescope.finders.async_oneshot_finder')
146.194  000.173  000.173: require('telescope.finders.async_job_finder')
146.210  002.872  000.187: require('telescope.finders')
146.993  000.195  000.195: require('plenary.window.border')
147.117  000.119  000.119: require('plenary.window')
147.213  000.091  000.091: require('plenary.popup.utils')
147.224  000.670  000.265: require('plenary.popup')
147.918  000.301  000.301: require('telescope.pickers.scroller')
148.344  000.216  000.216: require('telescope.actions.mt')
148.391  000.466  000.250: require('telescope.actions.set')
148.602  000.209  000.209: require('telescope.from_entry')
149.354  002.128  001.151: require('telescope.actions')
149.713  000.352  000.352: require('telescope.debounce')
150.394  000.677  000.677: require('telescope.mappings')
150.708  000.308  000.308: require('telescope.pickers.highlights')
150.928  000.215  000.215: require('telescope.pickers.window')
151.038  000.107  000.107: require('telescope.pickers.layout')
151.263  000.105  000.105: require('telescope.algos.linked_list')
151.269  000.227  000.122: require('telescope.entry_manager')
151.374  000.103  000.103: require('telescope.pickers.multi')
151.393  005.181  000.394: require('telescope.pickers')
151.483  000.087  000.087: require('harpoon.mark')
151.488  013.046  000.113: require('telescope._extensions.marks')
151.491  013.133  000.087: require('telescope._extensions.harpoon')
151.557  000.062  000.062: require('Comment')
151.620  000.059  000.059: require('Comment.config')
151.887  000.091  000.091: require('Comment.ft')
151.896  000.168  000.078: require('Comment.utils')
151.959  000.061  000.061: require('Comment.opfunc')
152.018  000.056  000.056: require('Comment.extra')
152.024  000.390  000.104: require('Comment.api')
152.033  000.006  000.006: require('vim.keymap')
152.456  000.056  000.056: require('noice.util.lazy')
152.465  000.139  000.082: require('noice')
152.606  000.061  000.061: require('vim.health')
152.767  000.098  000.098: require('noice.config')
152.925  000.066  000.066: require('noice.util.call')
152.932  000.160  000.093: require('noice.util')
152.937  000.468  000.150: require('noice.health')
154.353  000.066  000.066: require('telescope-undo.actions')
154.361  000.197  000.131: require('telescope._extensions.undo')
154.740  000.104  000.104: require('telescope._extensions.file_browser.utils')
155.959  001.213  001.213: require('plenary.scandir')
156.027  001.529  000.213: require('telescope._extensions.file_browser.actions')
156.373  000.092  000.092: require('telescope._extensions.file_browser.git')
156.477  000.099  000.099: require('telescope._extensions.file_browser.fs_stat')
156.483  000.308  000.117: require('telescope._extensions.file_browser.make_entry')
156.614  000.584  000.276: require('telescope._extensions.file_browser.finders')
156.710  000.093  000.093: require('telescope._extensions.file_browser.picker')
156.812  000.099  000.099: require('telescope._extensions.file_browser.config')
156.817  002.414  000.109: require('telescope._extensions.file_browser')
157.104  000.083  000.083: require('lualine_require')
157.457  000.575  000.492: require('lualine')
163.169  000.084  000.084: require('catppuccin.utils.lualine')
163.248  000.074  000.074: require('catppuccin.palettes')
163.313  000.061  000.061: require('catppuccin.palettes.macchiato')
164.792  000.161  000.161: require('lualine.utils.mode')
200.135  000.084  000.084: require('luasnip.session')
200.318  000.377  000.293: require('luasnip.util.util')
200.397  000.075  000.075: require('luasnip.util.types')
200.567  000.067  000.067: require('luasnip.util.ext_opts')
200.628  000.057  000.057: require('luasnip.nodes.key_indexer')
200.638  000.237  000.113: require('luasnip.nodes.util')
200.783  000.062  000.062: require('luasnip.session.snippet_collection.source')
200.792  000.152  000.090: require('luasnip.session.snippet_collection')
201.501  000.586  000.586: require('luasnip.util._builtin_vars')
201.773  000.963  000.376: require('luasnip.util.environ')
201.882  000.104  000.104: require('luasnip.util.extend_decorator')
202.106  000.105  000.105: require('luasnip.loaders._caches')
202.350  000.147  000.147: require('luasnip.util.path')
202.359  000.249  000.102: require('luasnip.loaders.util')
202.381  000.495  000.141: require('luasnip.loaders')
202.521  000.133  000.133: require('luasnip.util.log')
202.814  000.122  000.122: require('luasnip.extras.filetype_functions')
203.046  000.489  000.367: require('luasnip.config')
203.052  003.276  000.250: require('luasnip')
203.692  000.138  000.138: require('luasnip.loaders.from_lua')
204.353  000.157  000.157: require('null-ls.utils')
204.784  000.422  000.422: require('vim.diagnostic')
204.900  000.817  000.237: require('null-ls.config')
205.083  000.080  000.080: require('null-ls.helpers.cache')
205.213  000.126  000.126: require('null-ls.helpers.diagnostics')
205.295  000.078  000.078: require('null-ls.helpers.formatter_factory')
205.539  000.113  000.113: require('null-ls.logger')
205.677  000.134  000.134: require('null-ls.state')
205.685  000.386  000.140: require('null-ls.helpers.generator_factory')
205.875  000.104  000.104: require('null-ls.helpers.command_resolver')
205.879  000.192  000.088: require('null-ls.helpers.make_builtin')
205.968  000.087  000.087: require('null-ls.helpers.range_formatting_args_factory')
205.972  001.068  000.120: require('null-ls.helpers')
206.461  000.236  000.236: require('null-ls.methods')
206.473  000.386  000.150: require('null-ls.diagnostics')
206.484  000.511  000.124: require('null-ls.sources')
206.608  000.119  000.119: require('null-ls.builtins')
206.614  002.634  000.120: require('null-ls')
206.720  000.103  000.103: require('null-ls.builtins.formatting.taplo')
206.864  000.139  000.139: require('null-ls.builtins.formatting.stylua')
207.011  000.141  000.141: require('null-ls.builtins.formatting.sqlfluff')
207.162  000.145  000.145: require('null-ls.builtins.formatting.shfmt')
207.315  000.147  000.147: require('null-ls.builtins.formatting.rustfmt')
207.419  000.098  000.098: require('null-ls.builtins.formatting.protolint')
207.658  000.235  000.235: require('null-ls.builtins.formatting.prettier_d_slim')
207.810  000.144  000.144: require('null-ls.builtins.formatting.markdownlint')
207.917  000.102  000.102: require('null-ls.builtins.formatting.jq')
208.021  000.097  000.097: require('null-ls.builtins.formatting.gofmt')
208.128  000.102  000.102: require('null-ls.builtins.formatting.alejandra')
208.265  000.132  000.132: require('null-ls.builtins.diagnostics.shellcheck')
208.392  000.122  000.122: require('null-ls.builtins.diagnostics.protolint')
208.773  000.376  000.376: require('null-ls.builtins.diagnostics.luacheck')
209.000  000.212  000.212: require('null-ls.builtins.diagnostics.gitlint')
209.246  000.232  000.232: require('null-ls.builtins.diagnostics.deadnix')
209.665  000.413  000.413: require('null-ls.builtins.code_actions.shellcheck')
211.666  000.310  000.310: require('null-ls.client')
212.386  000.085  000.085: require('trouble.config')
212.394  000.170  000.085: require('trouble.util')
212.460  000.064  000.064: require('trouble.providers.qf')
212.561  000.098  000.098: require('trouble.providers.telescope')
212.629  000.064  000.064: require('trouble.providers.lsp')
212.691  000.059  000.059: require('trouble.providers.diagnostic')
212.697  000.544  000.090: require('trouble.providers')
212.757  000.058  000.058: require('trouble.text')
212.817  000.056  000.056: require('trouble.folds')
212.822  000.769  000.111: require('trouble.renderer')
212.836  000.934  000.165: require('trouble.view')
212.897  000.059  000.059: require('trouble.colors')
212.971  001.274  000.280: require('trouble')
213.246  000.070  000.070: require('lsp_lines.render')
213.251  000.154  000.085: require('lsp_lines')
213.343  000.081  000.081: require('lsp-format')
213.465  000.099  000.099: require('lspsaga')
213.666  000.071  000.071: require('lspsaga.lspkind')
213.693  000.171  000.100: require('lspsaga.highlight')
214.017  000.115  000.115: require('vim.version')
217.569  001.121  001.121: require('lspsaga.symbol')
217.926  000.108  000.108: require('fidget.log')
217.937  000.231  000.123: require('fidget')
218.043  000.094  000.094: require('fidget.spinners')
218.451  000.068  000.068: require('cmp_nvim_lsp.source')
218.458  000.163  000.095: require('cmp_nvim_lsp')
218.762  000.158  000.158: require('lspconfig.util')
218.832  000.066  000.066: require('lspconfig.async')
218.837  000.305  000.082: require('lspconfig.configs')
218.840  000.375  000.069: require('lspconfig')
218.907  000.063  000.063: require('lspconfig.server_configurations.zls')
219.389  000.088  000.088: require('lspconfig.manager')
219.464  000.066  000.066: require('lspconfig.server_configurations.yamlls')
219.871  000.152  000.152: require('lspconfig.server_configurations.rust_analyzer')
220.620  000.080  000.080: require('lspconfig.server_configurations.nixd')
220.786  000.074  000.074: require('lspconfig.server_configurations.nil_ls')
221.005  000.075  000.075: require('lspconfig.server_configurations.lua_ls')
221.183  000.072  000.072: require('lspconfig.server_configurations.jsonls')
221.321  000.068  000.068: require('lspconfig.server_configurations.html')
221.534  000.074  000.074: require('lspconfig.server_configurations.gopls')
221.765  000.071  000.071: require('lspconfig.server_configurations.efm')
222.012  000.075  000.075: require('lspconfig.server_configurations.cssls')
222.167  000.085  000.085: require('lspconfig.server_configurations.bashls')
222.340  000.074  000.074: require('rust-tools')
222.490  000.066  000.066: require('rust-tools.utils.utils')
222.497  000.152  000.087: require('rust-tools.code_action_group')
222.556  000.056  000.056: require('rust-tools.cached_commands')
222.614  000.055  000.055: require('rust-tools.commands')
222.790  000.053  000.053: require('rust-tools.executors.termopen')
222.848  000.055  000.055: require('rust-tools.executors.quickfix')
222.907  000.055  000.055: require('rust-tools.executors.toggleterm')
222.961  000.051  000.051: require('rust-tools.executors.vimux')
222.964  000.285  000.071: require('rust-tools.executors')
222.970  000.353  000.068: require('rust-tools.config')
223.025  000.053  000.053: require('rust-tools.crate_graph')
223.096  000.067  000.067: require('rust-tools.dap')
223.160  000.060  000.060: require('rust-tools.debuggables')
223.218  000.055  000.055: require('rust-tools.expand_macro')
223.275  000.053  000.053: require('rust-tools.external_docs')
223.340  000.061  000.061: require('rust-tools.hover_actions')
223.396  000.053  000.053: require('rust-tools.hover_range')
223.468  000.069  000.069: require('rust-tools.inlay_hints')
223.527  000.053  000.053: require('rust-tools.join_lines')
223.650  000.051  000.051: require('rust-tools.server_status')
223.655  000.124  000.073: require('rust-tools.lsp')
223.709  000.052  000.052: require('rust-tools.move_item')
223.763  000.051  000.051: require('rust-tools.open_cargo_toml')
223.816  000.049  000.049: require('rust-tools.parent_module')
223.872  000.053  000.053: require('rust-tools.runnables')
223.929  000.053  000.053: require('rust-tools.ssr')
223.987  000.055  000.055: require('rust-tools.standalone')
224.041  000.052  000.052: require('rust-tools.workspace_refresh')
225.275  000.080  000.080: require('vim.treesitter.language')
225.291  000.214  000.134: require('vim.treesitter.query')
225.370  000.076  000.076: require('vim.treesitter._range')
225.380  000.415  000.125: require('vim.treesitter.languagetree')
225.389  000.495  000.080: require('vim.treesitter')
225.393  000.554  000.059: require('nvim-treesitter.compat')
226.561  000.999  000.999: require('nvim-treesitter.parsers')
226.678  000.112  000.112: require('nvim-treesitter.utils')
226.688  001.213  000.103: require('nvim-treesitter.ts_utils')
226.695  001.300  000.087: require('nvim-treesitter.tsrange')
226.770  000.073  000.073: require('nvim-treesitter.caching')
226.785  002.019  000.092: require('nvim-treesitter.query')
226.828  002.162  000.144: require('nvim-treesitter.configs')
227.044  000.105  000.105: require('neogit')
227.294  000.096  000.096: require('neogit.lib.util')
227.412  000.362  000.266: require('neogit.config')
227.498  000.084  000.084: require('neogit.lib.signs')
228.230  000.161  000.161: require('neogit.lib.mappings_manager')
228.512  000.136  000.136: require('neogit.lib.ui.component')
228.528  000.292  000.157: require('neogit.lib.ui')
228.622  000.077  000.077: require('neogit.lib.uv')
228.626  000.855  000.325: require('neogit.lib.buffer')
229.191  000.267  000.267: require('neogit.logger')
229.589  000.178  000.178: require('neogit.lib.notification')
229.758  000.165  000.165: require('neogit.process')
229.854  000.656  000.314: require('neogit.lib.git.cli')
233.450  000.263  000.263: require('neogit.lib.collection')
233.462  000.598  000.335: require('neogit.lib.git.status')
233.764  000.157  000.157: require('neogit.lib.item_filter')
233.773  000.303  000.145: require('neogit.lib.git.diff')
233.932  000.151  000.151: require('neogit.lib.git.stash')
234.266  000.232  000.232: require('neogit.lib.git.log')
234.275  000.339  000.107: require('neogit.lib.git.pull')
234.377  000.099  000.099: require('neogit.lib.git.push')
234.751  000.133  000.133: require('neogit.lib.rpc')
234.758  000.273  000.140: require('neogit.client')
234.763  000.381  000.108: require('neogit.lib.git.rebase')
234.920  000.153  000.153: require('neogit.lib.git.sequencer')
237.920  002.741  002.741: require('neogit.lib.git.config')
238.385  000.252  000.252: require('neogit.lib.finder')
238.416  000.489  000.238: require('neogit.buffers.fuzzy_finder')
238.450  003.432  000.201: require('neogit.lib.git.branch')
238.462  003.538  000.106: require('neogit.lib.git.merge')
238.467  009.649  003.165: require('neogit.lib.git.repository')
238.627  000.155  000.155: require('neogit.lib.git.rev_parse')
239.010  000.217  000.217: require('neogit.lib.input')
239.014  000.383  000.167: require('neogit.lib.git.init')
239.152  000.135  000.135: require('neogit.lib.git.files')
239.282  000.126  000.126: require('neogit.lib.git.fetch')
239.396  000.110  000.110: require('neogit.lib.git.refs')
239.506  000.107  000.107: require('neogit.lib.git.tag')
239.626  000.116  000.116: require('neogit.lib.git.reflog')
239.747  000.117  000.117: require('neogit.lib.git.cherry_pick')
239.871  000.120  000.120: require('neogit.lib.git.reset')
239.976  000.102  000.102: require('neogit.lib.git.revert')
240.103  000.123  000.123: require('neogit.lib.git.remote')
240.247  000.138  000.138: require('neogit.lib.git.index')
240.251  011.527  000.146: require('neogit.lib.git')
240.259  011.631  000.104: require('neogit.buffers.git_command_history')
240.578  000.166  000.166: require('neogit.buffers.commit_view.parsing')
240.880  000.207  000.207: require('neogit.buffers.common')
240.891  000.309  000.102: require('neogit.buffers.commit_view.ui')
241.080  000.187  000.187: require('neogit.popups')
241.116  000.855  000.193: require('neogit.buffers.commit_view')
241.235  000.113  000.113: require('neogit.lib.functional')
241.338  000.099  000.099: require('neogit.lib.line_buffer')
241.445  000.103  000.103: require('neogit.lib.fs')
241.576  000.128  000.128: require('neogit.watcher')
241.683  000.104  000.104: require('neogit.operations')
241.752  014.189  000.300: require('neogit.status')
241.757  014.255  000.067: require('neogit.autocmds')
242.162  000.248  000.248: require('neogit.lib.color')
242.171  000.412  000.164: require('neogit.lib.hl')
242.297  000.123  000.123: require('neogit.lib.state')
242.799  000.212  000.212: require('neogit.lib.popup.builder')
242.821  000.424  000.212: require('neogit.lib.popup')
242.824  000.514  000.090: require('neogit.lib')
245.621  000.140  000.140: require('gitsigns.async')
247.267  001.640  001.640: require('gitsigns.config')
247.561  000.290  000.290: require('gitsigns.debug.log')
247.590  002.251  000.181: require('gitsigns')
248.766  000.368  000.368: require('diffview.lazy')
250.412  000.438  000.438: require('diffview.ffi')
250.755  000.316  000.316: require('diffview.oop')
250.815  001.352  000.599: require('diffview.async')
251.063  000.079  000.079: require('diffview.mock')
251.104  002.145  000.713: require('diffview.logger')
251.224  000.104  000.104: require('diffview.control')
251.356  000.115  000.115: require('diffview.events')
251.367  003.372  000.640: require('diffview.bootstrap')
251.566  000.197  000.197: require('diffview.hl')
253.258  000.281  000.281: require('diffview.actions')
253.424  000.614  000.333: require('diffview.config')
253.591  000.162  000.162: require('diffview.utils')
254.900  007.184  002.839: require('diffview')
256.241  000.076  000.076: require('nvim-tree.notify')
256.250  000.166  000.091: require('nvim-tree.events')
256.459  000.060  000.060: require('nvim-tree.log')
256.623  000.062  000.062: require('nvim-tree.iterators.node-iterator')
256.669  000.207  000.145: require('nvim-tree.utils')
256.741  000.068  000.068: require('nvim-tree.git.utils')
256.817  000.073  000.073: require('nvim-tree.git.runner')
256.894  000.074  000.074: require('nvim-tree.watcher')
256.962  000.064  000.064: require('nvim-tree.explorer.node')
256.969  000.648  000.101: require('nvim-tree.git')
257.034  000.063  000.063: require('nvim-tree.explorer.watch')
257.178  000.065  000.065: require('nvim-tree.explorer.node-builders')
257.258  000.076  000.076: require('nvim-tree.explorer.sorters')
257.326  000.064  000.064: require('nvim-tree.explorer.filters')
257.501  000.107  000.107: require('nvim-tree.view')
257.507  000.179  000.072: require('nvim-tree.live-filter')
257.511  000.474  000.090: require('nvim-tree.explorer.explore')
257.582  000.069  000.069: require('nvim-tree.explorer.reload')
257.587  001.335  000.082: require('nvim-tree.explorer')
257.591  001.564  000.063: require('nvim-tree.core')
257.706  000.053  000.053: require('nvim-tree.modified')
257.710  000.117  000.064: require('nvim-tree.renderer.components.modified')
257.774  000.062  000.062: require('nvim-tree.renderer.components.padding')
257.839  000.062  000.062: require('nvim-tree.renderer.components.icons')
257.907  000.065  000.065: require('nvim-tree.renderer.components.full-name')
257.985  000.075  000.075: require('nvim-tree.renderer.components.git')
258.109  000.061  000.061: require('nvim-tree.enum')
258.114  000.126  000.065: require('nvim-tree.renderer.components.diagnostics')
258.321  000.061  000.061: require('nvim-tree.marks')
258.326  000.124  000.063: require('nvim-tree.renderer.components.bookmarks')
258.335  000.219  000.095: require('nvim-tree.renderer.builder')
258.345  002.394  000.104: require('nvim-tree.renderer')
258.351  002.479  000.086: require('nvim-tree.lib')
258.430  000.076  000.076: require('nvim-tree.colors')
258.689  000.060  000.060: require('nvim-tree.actions.finders.find-file')
258.693  000.120  000.060: require('nvim-tree.actions.tree.open')
258.751  000.055  000.055: require('nvim-tree.actions.tree.toggle')
258.818  000.062  000.062: require('nvim-tree.actions.reloaders.reloaders')
258.877  000.054  000.054: require('nvim-tree.actions.root.dir-up')
258.938  000.057  000.057: require('nvim-tree.actions.tree.find-file')
259.000  000.059  000.059: require('nvim-tree.actions.finders.search-node')
259.062  000.059  000.059: require('nvim-tree.actions.tree-modifiers.collapse-all')
259.135  000.070  000.070: require('nvim-tree.actions.tree-modifiers.expand-all')
259.196  000.058  000.058: require('nvim-tree.actions.tree-modifiers.toggles')
259.357  000.088  000.088: require('nvim-tree.keymap')
259.363  000.162  000.074: require('nvim-tree.help')
259.463  000.097  000.097: require('nvim-tree.actions.fs.create-file')
259.533  000.066  000.066: require('nvim-tree.actions.fs.remove-file')
259.602  000.065  000.065: require('nvim-tree.actions.fs.trash')
259.669  000.063  000.063: require('nvim-tree.actions.fs.rename-file')
259.758  000.083  000.083: require('nvim-tree.actions.fs.copy-paste')
259.836  000.066  000.066: require('nvim-tree.actions.node.file-popup')
259.898  000.059  000.059: require('nvim-tree.actions.node.run-command')
259.979  000.063  000.063: require('nvim-tree.actions.node.system-open')
260.040  000.058  000.058: require('nvim-tree.actions.moves.sibling')
260.112  000.067  000.067: require('nvim-tree.actions.moves.parent')
260.177  000.060  000.060: require('nvim-tree.actions.moves.item')
260.260  000.074  000.074: require('nvim-tree.marks.bulk-delete')
260.326  000.062  000.062: require('nvim-tree.marks.bulk-trash')
260.417  000.087  000.087: require('nvim-tree.marks.bulk-move')
260.582  000.081  000.081: require('nvim-tree.actions.node.open-file')
260.588  000.167  000.086: require('nvim-tree.marks.navigation')
260.592  002.094  000.204: require('nvim-tree.api')
260.599  002.165  000.071: require('nvim-tree.commands')
260.692  000.092  000.092: require('nvim-tree.actions.root.change-dir')
260.757  000.062  000.062: require('nvim-tree.legacy')
260.807  005.114  000.239: require('nvim-tree')
261.228  000.083  000.083: require('nvim-tree.actions')
261.539  000.083  000.083: require('nvim-tree.diagnostics')
263.062  000.267  000.267: require('nvim-web-devicons.icons-default')
263.133  001.511  001.244: require('nvim-web-devicons')
265.604  000.059  000.059: require('cmp.utils.debug')
265.749  000.083  000.083: require('cmp.utils.char')
265.758  000.149  000.067: require('cmp.utils.str')
265.950  000.060  000.060: require('cmp.utils.misc')
266.005  000.052  000.052: require('cmp.utils.buffer')
266.068  000.059  000.059: require('cmp.utils.api')
266.075  000.253  000.082: require('cmp.utils.keymap')
266.080  000.319  000.066: require('cmp.utils.feedkeys')
266.398  000.054  000.054: require('cmp.types.cmp')
266.482  000.080  000.080: require('cmp.types.lsp')
266.537  000.052  000.052: require('cmp.types.vim')
266.541  000.253  000.067: require('cmp.types')
266.546  000.323  000.070: require('cmp.config.mapping')
266.602  000.054  000.054: require('cmp.utils.cache')
266.740  000.070  000.070: require('cmp.config.compare')
266.744  000.137  000.067: require('cmp.config.default')
266.759  000.601  000.087: require('cmp.config')
266.772  000.690  000.090: require('cmp.utils.async')
266.893  000.055  000.055: require('cmp.utils.pattern')
266.899  000.124  000.069: require('cmp.context')
267.158  000.079  000.079: require('cmp.matcher')
267.166  000.189  000.110: require('cmp.entry')
267.176  000.276  000.087: require('cmp.source')
267.313  000.059  000.059: require('cmp.utils.event')
267.532  000.060  000.060: require('cmp.utils.options')
267.539  000.156  000.096: require('cmp.utils.window')
267.542  000.226  000.069: require('cmp.view.docs_view')
267.711  000.067  000.067: require('cmp.utils.autocmd')
267.725  000.180  000.113: require('cmp.view.custom_entries_view')
267.826  000.099  000.099: require('cmp.view.wildmenu_entries_view')
267.912  000.083  000.083: require('cmp.view.native_entries_view')
268.021  000.106  000.106: require('cmp.view.ghost_text_view')
268.035  000.857  000.104: require('cmp.view')
268.686  003.239  000.764: require('cmp.core')
268.969  000.084  000.084: require('cmp.config.sources')
269.048  000.073  000.073: require('cmp.config.window')
269.142  003.799  000.403: require('cmp')
270.601  000.127  000.127: require('harpoon.ui')
270.809  000.201  000.201: require('telescope.builtin')
271.680  000.066  000.066: require('luasnip.util.events')
271.696  000.185  000.120: require('luasnip.nodes.node')
271.837  000.138  000.138: require('luasnip.nodes.insertNode')
